Vmag,Plx,B-V,Abs Mag
8.18,5.09,0.073,1.3145644353264827
7.46,11.91,0.458,0.8641764770344448
7.33,8.08,0.234,1.2531772784508277
5.74,5.72,0.903,2.189207942413952
7.69,41.19,0.987,-0.30558358391283524
7.94,9.13,0.509,0.903058444931402
8.5,3.2,1.278,1.5897000433601878
7.74,2.26,-0.084,2.1957831217051984
8.31,11.78,0.81,0.5337094190978341
6.97,9.49,0.402,1.2574675751454152
8.3,-0.06,-0.1,5.123697499232712
8.51,3.37,1.024,1.5407401982573228
8.57,1.67,0.6,2.1265670577048335
10.56,4.52,0.393,0.4657231303772356
8.37,3.14,0.4,1.6581407038535705
6.94,6.21,-0.026,1.6378167996468391
6.72,6.05,0.978,1.7484892506950627
8.56,1.09,1.669,2.5011470041187525
8.92,1.35,0.03,2.1713324630099877
8.93,4.06,0.934,1.210947932845612
9.2,8.4,0.345,0.47144142787623694
6.53,8.12,1.125,1.568887941517649
8.63,2.2,0.121,1.8631546383555873
9.06,17.13,0.765,-0.09151472593102135
9.17,9.51,0.828,0.37563896612517206
8.0,3.62,1.014,1.6825828589336687
9.32,2.68,1.076,1.415730411942422
9.2,1.67,0.056,1.8745670577048337
8.15,3.91,0.14,1.5556464852082663
10.72,2.93,0.369,0.7782647592917808
7.75,5.43,0.165,1.430400340822306
9.62,15.75,0.77,-0.24256111625123858
7.98,6.07,0.344,1.2416226178494847
7.69,4.09,1.346,1.7005533839853164
8.16,1.93,0.049,2.1648853819844525
8.76,11.11,0.484,0.404571882118265
7.21,27.01,0.557,0.25295083162509824
8.81,21.11,0.675,-0.17297646661531302
7.39,3.54,0.943,1.9459934759484245
8.61,4.83,0.46,1.188105738496976
6.51,7.2,0.246,1.6813350071374629
8.77,7.13,0.359,0.7858209402962689
7.82,1.33,0.083,2.6242967180658283
8.86,0.07,1.08,4.765803919971487
8.71,2.68,1.462,1.6597304119424219
8.19,12.47,0.579,0.5322670930429148
8.64,3.62,0.379,1.4265828589336684
8.3,5.68,0.43,1.171303328577962
8.29,21.38,0.724,0.023984598254482136
8.73,4.54,1.127,1.193888294285792
8.95,-0.33,1.643,3.382972120244225
8.77,9.24,0.383,0.5606560575597868
8.86,3.77,0.334,1.3033172995884144
8.75,0.77,1.077,2.7270185496550363
8.3,1.38,1.285,2.4002418271975268
7.72,4.21,0.116,1.6634358083286636
8.36,3.09,1.036,1.676083041150331
8.84,2.43,0.02,1.6927874528033755
6.81,4.05,1.036,2.0610899535706637
9.46,27.9,1.595,-0.6752084065471955
9.52,16.16,0.9,-0.2248827128771346
7.62,7.63,0.391,1.186950924090239
8.88,2.18,0.059,1.7710870127907898
8.48,10.81,0.67,0.5403486120933791
7.69,22.09,0.594,0.2356085682571301
7.95,5.36,0.042,1.3616704206144596
8.79,5.15,1.129,1.060385541917618
4.71,17.92,0.892,1.6093239893477864
6.83,4.82,1.574,1.9019059235223008
8.44,11.91,0.414,0.472176477034445
7.31,11.48,0.345,0.9561162238760907
7.36,3.17,1.416,2.053881475564497
9.27,4.69,0.569,0.9496543145698336
8.71,1.27,0.097,2.308392558088086
8.75,6.72,0.565,0.8452614538923495
9.94,22.3,0.858,-0.6726097260963211
9.21,2.41,1.122,1.551965914850263
9.24,7.32,0.509,0.5749778378832161
8.28,2.46,1.182,1.906129785793242
9.46,2.78,1.484,1.3279104081638473
9.46,0.08,0.2,4.409820026016112
7.78,2.54,0.198,2.078332566760124
11.35,18.81,1.236,-1.0887775911007573
9.68,2.62,1.537,1.2913974173605092
7.93,0.24,-0.104,4.0675775165767885
8.4,2.98,1.245,1.6915674718474896
6.27,2.34,-0.144,2.753568285179715
7.08,19.29,0.629,0.5973355447122308
8.43,3.08,-0.005,1.6508985669991116
6.3,1.44,1.477,3.1632750158095004
9.1,1.17,1.162,2.223628276507677
9.16,17.49,0.583,-0.1495796189573529
8.51,7.52,0.454,0.8435643188167156
6.82,2.71,1.589,2.4060614182511886
7.33,4.96,-0.041,1.6770366470196052
9.44,3.88,0.18,1.0463365488115857
8.82,2.52,0.934,1.6691989184369116
7.75,2.68,1.132,2.0437304119424224
6.41,4.8,0.856,2.0735175252488256
8.65,2.47,1.393,1.7546060934806682
8.54,2.19,1.03,1.9031117703197638
7.88,4.1,0.027,1.6224322865605292
8.81,0.42,0.903,3.229501419204199
9.99,11.76,0.861,-0.1368146434802398
7.41,7.38,1.113,1.2998872763539169
6.73,10.18,0.114,1.29250444399852
8.93,15.35,0.678,0.05578324037358939
6.21,2.89,-0.093,2.594204314486904
6.86,8.68,0.214,1.3789605496470165
9.72,3.36,0.893,1.0593214452203117
7.59,4.91,0.348,1.581837015754063
8.94,6.71,0.329,0.7705549596620159
10.53,7.57,0.675,0.029808240999854973
9.39,5.58,0.412,0.7507316021248422
8.34,6.44,0.48,1.0462282652803758
6.47,9.92,0.193,1.4189766556916432
7.72,30.71,0.68,-0.06255963288613771
8.68,-0.71,1.122,2.8254833025618495
7.93,11.48,0.474,0.7081162238760907
9.72,3.46,0.365,1.0338478024144464
8.02,3.57,1.351,1.6866635677756137
6.57,10.42,0.052,1.3362645620729885
7.18,3.95,1.05,1.9348058087470796
7.59,6.14,1.06,1.3876632577176646
8.19,1.59,0.009,2.321205751359097
8.28,12.04,0.52,0.526747026156389
8.97,0.37,0.68,3.27559655186601
11.6,34.28,1.484,-1.7100816265023213
8.11,6.49,0.5,1.1315106063992615
7.62,5.21,0.315,1.518324553400951
7.48,1.72,1.435,2.536943106184902
8.68,3.86,1.022,1.3548253906564902
10.16,2.02,0.516,1.3252972611067524
6.05,0.57,0.528,4.068250288655017
8.68,1.4,0.739,2.235743928643524
8.6,10.54,0.52,0.5143187782469447
8.72,0.89,0.008,2.6132199867101744
9.31,2.9,0.943,1.3512040042020876
8.77,12.54,0.6,0.2954049270106047
8.46,6.77,0.345,0.9548226626297112
8.89,10.04,0.503,0.44053257438199867
5.99,9.67,1.06,1.6331470518339966
8.91,2.21,1.185,1.7472154526297785
7.65,1.57,1.201,2.5482006951815324
8.74,10.74,0.616,0.44199143727292667
6.79,5.57,1.264,1.7922896096525427
8.08,2.72,1.475,1.8988621919316024
5.34,17.69,0.454,1.3685443341805539
7.33,4.1,1.403,1.8424322865605292
10.88,4.63,0.557,0.3168380179640934
10.57,19.46,1.12,-0.8062856718646664
8.38,4.49,1.629,1.3435073179933532
8.18,2.83,0.586,1.8244271289514196
8.95,10.89,0.54,0.3459442404884502
6.05,6.29,0.193,1.9826987091094614
10.2,-0.32,1.51,2.9097000433601883
9.25,2.02,1.006,1.6892972611067525
8.83,0.98,1.068,2.48554784861501
8.26,1.1,1.353,2.61321462968355
7.24,4.11,1.107,1.8763163562478613
9.16,2.64,0.91,1.492792146260338
10.11,16.46,0.561,-0.476859661752502
7.72,7.26,1.054,1.1901267585998128
8.88,3.32,0.504,1.4057238325919272
9.08,3.19,0.037,1.3604186338856379
6.68,10.59,0.215,1.2782080797850301
8.52,18.11,0.65,0.07616309937188355
7.48,2.65,1.648,2.161508252126384
8.02,2.54,0.038,1.982332566760124
8.9,4.2,1.046,1.193501419204199
7.56,10.53,0.281,0.9311432576290273
10.19,1.05,-0.268,1.881621401860124
8.96,3.57,0.503,1.3106635677756133
8.55,3.92,1.078,1.3934278659590853
6.73,19.63,0.513,0.7221594007999876
9.81,3.67,0.507,0.9466678714958212
9.3,1.45,1.648,1.95726399553005
7.18,6.1,0.749,1.557340329978466
7.78,5.46,1.086,1.4136147145905253
8.8,2.64,1.487,1.6367921462603376
8.49,3.46,0.303,1.5258478024144466
8.96,3.05,1.227,1.4474003213064282
8.51,2.79,0.043,1.7047915934528048
6.45,5.28,1.275,1.9747321549323757
10.14,0.97,0.053,1.97045653146751
7.8,3.06,-0.04,1.90855714703684
4.47,15.28,1.222,1.8437532915206583
7.9,0.76,-0.006,3.078372815438417
7.85,5.21,0.053,1.4263245534009514
7.13,2.21,1.508,2.4592154526297785
8.84,4.1,1.043,1.238432286560529
9.11,14.09,0.739,0.05817801378128742
8.52,1.8,1.057,2.081454989793388
8.59,4.27,0.349,1.3031442499499524
8.7,2.69,0.964,1.6604954399951843
6.53,8.17,0.933,1.5635558869351684
7.03,4.51,0.86,1.879646916244079
9.76,5.16,0.353,0.6707005967455772
8.63,7.3,0.634,0.8213542797590879
7.35,8.36,1.012,1.2155874451219675
8.68,7.74,0.392,0.7505180786342148
8.77,0.55,1.054,3.011274621011512
7.32,2.73,0.912,2.1996747059184876
7.77,-0.13,1.617,4.6641132953863265
8.35,6.73,0.524,1.0039698715520466
6.92,14.16,0.436,0.9298734932924997
8.46,4.03,0.226,1.4053899077177807
7.66,3.32,-0.005,1.8937238325919274
6.3,7.55,0.774,1.724106096741623
8.27,1.95,1.54,2.1119307772749645
7.83,3.05,1.21,1.899400321306428
8.5,10.68,0.546,0.5428574946149247
9.4,1.51,0.047,1.8820461054136608
7.43,4.91,0.115,1.6458370157540632
9.46,3.72,0.404,1.0749141202362047
8.22,3.63,1.01,1.5921867499277746
9.28,2.42,0.943,1.5203692680391376
7.72,11.33,0.473,0.8035401802732057
8.62,1.32,-0.01,2.3108521375883004
10.18,18.98,1.074,-0.6285924161825477
8.63,0.49,0.158,3.1676078399429723
7.28,6.61,0.387,1.4475970810287193
7.7,9.35,0.223,0.9783767782549642
8.19,4.76,1.024,1.368786094559014
7.73,3.39,1.81,1.8476006035938355
9.4,3.52,0.291,1.1469146730437376
8.99,2.35,1.132,1.6618642754565272
8.28,5.13,1.157,1.2677652697763677
7.94,1.4,1.72,2.531743928643524
8.91,1.73,0.21,1.9599077937424092
9.02,1.92,1.107,1.825397542592901
9.64,24.63,0.957,-0.6389288236782068
7.93,2.07,-0.054,2.1960593090861646
8.36,4.19,0.44,1.4115719540674097
6.31,4.13,1.526,2.2440998966871986
8.83,0.82,0.039,2.6403722952325666
8.42,9.38,0.95,0.687594323241871
8.29,4.07,1.616,1.4648111815495604
9.09,38.9,1.102,-0.8158992026514156
8.88,1.39,-0.023,2.1619703994918096
9.87,3.1,0.05,1.0692766123314548
8.9,7.63,0.521,0.6749509240902387
9.13,15.9,0.725,-0.05479424864090347
7.12,2.2,1.36,2.4671546383555873
8.15,1.91,0.985,2.177933265504545
8.68,2.03,0.909,1.9130079241735742
7.86,2.31,1.262,2.128776040215711
6.91,8.47,0.299,1.380233179338586
9.64,3.48,1.006,1.060841512106838
8.01,2.89,1.116,1.8742043144869043
7.78,1.75,1.516,2.401923902627411
7.98,7.6,0.225,1.046372815438417
9.54,1.95,0.927,1.6039307772749645
6.9,3.85,1.395,2.0690785409829986
8.98,4.81,0.226,1.0437098472523363
8.36,2.93,0.025,1.7222647592917812
7.36,4.6,1.186,1.7304843366368516
9.19,8.49,0.573,0.4661846195120948
9.65,-0.67,0.33,2.487850394598347
5.6,4.83,1.523,2.3921057384969755
8.91,0.59,0.98,2.8942959767157115
8.59,3.37,1.118,1.5087401982573228
7.01,14.29,0.28,0.8859355424180595
8.08,2.53,0.024,1.9617589576483643
5.77,13.79,0.137,1.4128714676483007
8.2,1.19,-0.076,2.568906077214939
7.72,4.3,0.958,1.645063088840827
9.59,1.28,1.669,1.9495800607042633
7.84,4.03,0.943,1.6533899077177812
10.63,7.5,0.588,-0.0021225267834005025
8.94,7.61,0.62,0.6612306864588543
6.31,11.99,0.968,1.318361633802303
8.08,2.82,1.507,1.8675017833612777
7.52,1.8,1.114,2.481454989793388
7.5,6.69,0.491,1.349147764464354
6.98,22.55,0.507,0.5017069075720411
8.68,14.8,0.718,0.18747656921008513
6.72,5.26,-0.033,1.8700285116925222
7.36,5.12,0.173,1.6374600780483384
8.91,6.85,0.248,0.7646188570151488
8.81,0.6,1.558,2.9196974992327127
9.26,3.31,1.463,1.2563440124485625
8.22,12.9,0.521,0.4908205794015018
7.38,1.23,1.524,2.8681897771212044
7.95,1.4,0.99,2.527743928643524
6.24,4.03,1.465,2.293389907717781
7.39,4.55,0.921,1.7279772066857753
8.93,6.14,0.73,0.8516632577176647
8.38,14.4,0.468,0.3312750158095
8.95,-0.43,0.064,3.153063088840827
8.71,1.77,0.949,2.0200534672763863
8.67,6.05,0.344,0.9684892506950622
9.93,0.39,1.06,2.845870785947002
8.52,3.38,1.3,1.5341665994446907
9.55,5.31,0.429,0.7298109578370617
9.08,2.51,0.38,1.568652557037924
7.24,9.68,0.257,1.1322492853832125
6.95,3.34,0.983,2.172507066376871
10.32,1.3,0.537,1.6441132953863264
8.28,5.35,0.089,1.2312924359575432
8.36,7.06,0.309,0.9583905978963927
7.86,5.31,0.136,1.405810957837062
7.31,2.22,-0.004,2.383294051098723
8.99,1.51,1.313,2.046046105413661
8.61,2.1,1.032,1.9115614105321614
7.61,4.67,0.915,1.6173662388677754
8.27,3.99,1.406,1.4900542086265036
8.4,8.14,0.493,0.8187511902215974
9.04,3.93,1.17,1.195214899249147
7.97,2.51,0.265,2.012652557037924
8.77,3.65,0.241,1.3674142710870507
6.58,3.18,1.417,2.3631457600311347
7.26,2.61,1.326,2.2627189853234384
10.26,13.59,0.94,-0.3704389134649883
9.24,1.94,1.521,1.7283965401395478
7.71,3.56,1.272,1.8131000040542495
8.27,3.34,1.176,1.644507066376871
7.19,7.99,0.046,1.318906441372017
7.34,3.92,1.058,1.8774278659590855
8.45,2.07,1.633,1.988059309086165
5.09,7.72,-0.102,2.1887653993285276
8.5,3.51,1.138,1.509385767068352
8.49,1.79,0.932,2.0982939380402135
8.53,9.46,0.448,0.6362177271964147
8.75,0.9,1.43,2.5915149811213505
8.32,4.52,0.342,1.3617231303772357
6.01,3.72,1.313,2.454914120236205
9.19,1.5,0.612,1.9718174818886378
6.67,3.65,0.435,2.2074142710870506
8.68,8.96,0.4,0.6233839806757494
7.99,4.23,0.183,1.5513192652499153
9.38,-0.15,1.366,3.8958174818886375
8.33,3.41,-0.077,1.6024912420150046
8.39,6.75,0.505,0.9853924543379499
7.16,1.11,-0.101,3.045354042426685
6.19,10.87,0.251,1.4515409118274103
8.33,19.2,0.594,0.10139754259290043
8.67,17.4,1.602,0.05090150343480069
8.96,3.75,1.42,1.267937464544562
9.1,4.15,0.233,1.123903806575815
8.45,4.62,0.9,1.2907160488877494
8.03,4.97,1.149,1.3952872225333361
7.5,7.28,0.205,1.2757372413739254
7.0,0.86,1.172,3.331003097512865
7.94,6.51,0.382,1.196838022863616
8.77,3.08,0.101,1.5148985669991117
8.97,4.16,0.525,1.1738133387465142
10.07,2.65,0.63,1.1255082521263842
9.59,4.92,0.453,0.7800697944652792
7.97,2.42,1.621,2.0443692680391377
9.33,3.63,0.448,1.148186749927775
6.91,7.03,-0.003,1.5420893499603519
9.42,9.61,0.64,0.2665532246629095
9.12,4.04,0.888,1.1392372697787905
8.59,4.52,0.146,1.2537231303772358
8.94,4.48,1.022,1.1214439720037122
9.22,3.29,0.431,1.277608204100051
7.5,3.97,0.02,1.80241898647377
7.43,3.61,0.973,1.9129855961886844
6.99,10.95,0.458,1.1251717616477257
7.9,0.78,1.452,3.055810794619039
7.91,25.07,0.701,0.03769133208356692
8.4,11.52,0.765,0.5170950418256133
9.12,3.3,1.004,1.3149721202442255
8.12,0.94,1.4,2.805744292800603
6.05,14.65,0.147,1.248324750619743
6.12,2.05,-0.089,2.928492277888491
8.65,2.42,1.072,1.7723692680391374
9.32,4.14,0.49,1.0379993177582019
8.9,2.63,0.945,1.600088503020484
6.52,6.14,-0.08,1.8156632577176648
9.05,0.5,1.036,2.9820599913279624
7.77,9.35,0.308,0.9503767782549645
6.96,7.4,0.168,1.4775365605380473
7.43,5.1,1.4,1.6128596478041275
8.67,2.93,1.142,1.5982647592917811
8.27,13.45,0.478,0.4345554313231467
8.06,1.03,-0.011,2.7503255505896553
8.2,7.88,0.4,0.9269475650208896
6.86,2.42,1.063,2.4883692680391376
9.02,49.84,1.203,-1.0031560673022262
7.99,1.6,1.622,2.3957600346881502
6.83,4.79,1.387,1.9073289731708734
8.44,3.39,0.92,1.563600603593836
8.52,5.62,0.296,1.092527368861878
6.81,1.87,-0.036,2.7323167869270026
8.26,2.25,0.919,1.991634963777275
6.97,3.92,1.483,2.025427865959086
7.57,9.45,0.307,1.021136382981474
8.63,1.95,-0.019,1.967930777274964
7.77,4.45,0.284,1.5952799780381368
9.7,2.51,1.845,1.3206525570379242
10.03,6.09,0.473,0.41876541473424955
8.43,1.83,1.245,2.1030978205391415
9.55,13.47,0.658,-0.0787351914459716
5.46,16.23,1.079,1.395362960347536
8.5,3.92,0.111,1.4134278659590855
9.45,20.89,0.973,-0.41987687996061707
10.67,7.62,0.802,-0.03190994267920111
7.51,2.15,1.45,2.3311230801687897
7.16,5.0,1.154,1.7380599913279624
7.76,2.71,-0.107,2.0300614182511887
6.53,2.5,0.053,2.5921199826559245
8.8,0.68,1.092,2.814982174587527
6.9,20.41,0.519,0.620313990567859
9.73,2.61,0.315,1.274718985323438
10.36,3.36,0.568,0.8033214452203122
7.82,2.29,-0.028,2.152329035320224
4.72,18.53,1.154,1.576249161362205
8.44,3.0,-0.073,1.6697574905606754
9.04,4.16,0.487,1.1458133387465148
8.63,1.73,1.304,2.071907793742409
9.56,3.81,0.43,1.0141500486487611
7.81,7.13,0.275,1.169820940296269
8.32,0.79,0.124,2.876745817419117
8.7,7.79,0.266,0.7369250846548713
9.27,3.52,1.043,1.1989146730437379
8.88,5.87,0.304,0.9107237975047708
8.52,8.0,0.455,0.785820026016113
8.59,3.9,0.483,1.3818707859470016
9.86,31.03,1.276,-0.9275635511683312
9.26,10.93,0.62,0.21875967610059419
9.68,8.98,0.397,0.2214473266653915
7.43,8.38,0.29,1.181511962739447
7.2,20.48,0.605,0.49734009539241375
7.91,7.68,0.523,1.0652775599369761
9.71,6.89,0.524,0.4395615561847482
1.99,18.4,1.44,2.674364353980927
7.46,3.62,1.154,1.8985828589336684
8.75,3.35,0.928,1.4499103859263096
9.81,7.27,0.887,0.3529311782819242
8.85,1.51,0.126,2.102046105413661
6.63,8.72,0.207,1.466967030134866
9.0,10.58,0.626,0.35102866460166593
8.8,8.1,0.427,0.6630299622427003
7.88,1.98,1.493,2.254669619476938
7.9,4.5,1.022,1.5335749724493124
8.37,4.71,0.579,1.305958185742208
7.34,3.7,0.046,1.92759655186601
8.63,6.61,1.025,0.9075970810287192
5.38,32.01,0.642,0.8374286517117359
8.83,2.54,1.357,1.6583325667601236
9.58,3.32,0.696,1.1257238325919274
6.33,17.67,0.413,0.9735269009864715
7.99,2.78,1.03,1.9159104081638474
8.79,1.9,1.235,1.9264927980943427
6.2,6.88,0.115,1.8448231235289776
9.0,0.61,0.4,2.8293403299784656
7.22,4.88,1.039,1.735160355994579
7.43,9.54,0.534,1.06890325059181
9.31,15.96,0.71,-0.13006577402942163
7.79,7.19,0.834,1.1705422192342347
8.16,4.87,-0.4,1.3609420775707313
9.27,43.54,1.205,-0.9857768494101506
8.24,-1.17,0.985,2.5676282765076768
8.85,2.14,0.317,1.7991724533016182
7.79,1.25,-0.109,2.690179973983887
6.74,17.71,0.443,0.8075628776198507
8.86,25.4,0.88,-0.35366743323987604
8.38,4.71,0.098,1.3019581857422073
8.99,2.94,0.0,1.4673053391756854
8.02,2.83,0.967,1.8884271289514196
10.26,4.08,1.249,0.6746796738202402
8.42,4.08,0.396,1.41067967382024
8.91,10.58,0.61,0.3870286646016659
7.26,5.41,1.168,1.6296054697868612
9.41,1.64,1.53,1.806312303904604
8.3,6.89,1.242,1.0035615561847482
8.18,10.69,0.431,0.6700445895824441
8.95,1.0,1.137,2.4200000000000004
8.52,2.19,0.975,1.9111117703197635
6.99,2.26,1.609,2.4957831217051982
8.19,16.66,0.551,0.2806500058584625
7.51,5.77,0.951,1.4736483736885373
7.38,6.73,-0.013,1.3919698715520465
9.56,4.32,0.516,0.9050325063701756
9.07,4.38,1.006,1.0890517789918008
8.01,1.83,1.128,2.271097820539141
8.09,4.3,0.229,1.497063088840827
6.78,6.51,1.014,1.6608380228636157
7.27,11.35,0.409,0.9820082769417173
7.85,0.66,1.427,3.2209121289162623
9.37,7.92,0.387,0.45454963682101307
10.13,7.36,0.71,0.21424437132500174
7.9,1.51,1.429,2.482046105413661
8.48,8.54,0.576,0.7450842586219899
7.79,4.13,1.079,1.6520998966871978
8.37,0.51,1.331,3.2368596478041276
7.76,2.9,-0.056,1.9712040042020882
7.69,11.42,0.669,0.8086677921803413
5.4,29.05,0.605,0.9137077265473007
8.36,1.61,-0.026,2.242348247936301
7.41,2.26,1.268,2.327783121705198
5.72,6.29,1.045,2.1146987091094624
8.15,1.69,-0.063,2.284226590772653
8.59,0.41,1.499,3.338432286560529
5.9,12.17,0.012,1.4694188435398696
9.19,9.69,0.531,0.3513524458984694
8.79,3.26,1.002,1.4575647998641226
9.09,1.31,1.077,2.1294574086884714
6.88,6.13,1.04,1.6730790509631703
7.13,0.34,-0.124,4.08504216591549
7.78,6.49,0.496,1.2635106063992612
8.32,1.67,0.034,2.226567057704833
8.72,8.56,0.469,0.6470524706456932
7.12,5.89,0.228,1.6117694104257967
7.62,1.29,-0.147,2.730820579401502
5.4,11.33,0.993,1.7315401802732056
9.47,1.24,1.054,2.0251566296755295
9.04,-0.99,1.363,2.3927296108049005
7.75,4.42,0.091,1.6091554613018162
7.84,5.61,0.043,1.3660742774876773
7.79,11.42,0.478,0.7686677921803415
10.49,0.97,1.064,1.8304565314675103
9.41,27.61,1.066,-0.6461328132785262
8.47,5.99,0.184,1.057146355221377
8.8,1.53,0.322,2.1106171383648022
8.73,3.45,0.395,1.4323618098534514
5.91,6.76,1.102,1.9761066081167278
8.6,3.14,1.086,1.5661407038535704
8.11,10.33,0.492,0.7277993569607591
8.4,2.48,1.119,1.8510966383475673
7.72,3.72,1.316,1.770914120236205
8.57,-1.51,1.243,2.2140461054136606
12.1,58.17,1.512,-2.369398127596736
9.61,1.73,0.31,1.6799077937424094
8.09,2.48,1.39,1.9750966383475674
8.44,5.96,0.549,1.0735074805195273
8.68,1.12,1.198,2.429563954659637
10.44,31.95,1.294,-1.1849417249888377
8.99,3.3,1.375,1.366972120244225
8.35,1.79,0.912,2.154293938040214
7.07,1.03,1.54,3.1463255505896557
8.19,6.45,1.086,1.1048805707294647
8.35,6.82,0.35,0.9924312506870422
8.37,3.1,1.168,1.6692766123314549
8.14,11.99,0.492,0.5863616338023021
12.43,-6.04,1.5,-0.5340738772422636
8.45,6.84,0.351,0.9498877965597678
6.27,10.96,0.274,1.4123788917032993
8.54,1.81,0.046,2.0686428502616314
9.59,9.62,0.65,0.19764985592437406
8.51,2.12,1.129,1.9433282781424972
9.89,-1.43,0.647,1.7333279250698763
4.59,58.48,0.411,0.6299852721003916
9.41,7.57,0.52,0.47780824099985464
5.66,3.57,1.587,2.6306635677756134
8.21,1.39,-0.008,2.42997039949181
9.05,10.98,1.037,0.29879531977185325
8.84,1.86,0.985,1.9249741115641676
4.51,4.66,1.408,2.85922816662
11.15,1.04,0.39,1.505933321402439
6.15,16.04,0.216,1.1295912721037105
7.25,1.53,-0.062,2.7306171383648024
7.13,1.41,1.659,2.8495617746892403
8.14,0.78,-0.053,2.959810794619039
7.48,3.21,1.634,1.9949899351902556
6.95,10.93,0.29,1.1427596761005945
7.01,24.31,0.54,0.4244300823133287
6.89,14.91,0.388,0.8970447130940109
10.8,2.69,0.417,0.8204954399951838
6.6,10.44,0.479,1.3225990026675134
8.31,2.96,1.11,1.7334165778821227
8.43,4.67,1.004,1.2893662388677758
6.14,6.87,0.222,1.870086525880899
9.44,0.53,0.12,2.7754482607984223
8.81,3.18,1.09,1.4711457600311344
8.73,3.25,1.28,1.4842332780422511
7.09,2.23,0.11,2.467390273903679
9.68,1.98,0.184,1.5346696194769378
6.98,25.21,0.502,0.4048543086471078
7.61,14.44,0.516,0.6368656135327594
7.64,3.78,0.206,1.7890164003255495
8.89,0.52,1.284,3.0119933127304015
10.6,-0.21,0.672,3.1155614105321616
8.82,3.4,0.915,1.4090421659154895
9.56,5.14,0.688,0.7540737620094482
8.68,11.73,0.457,0.38940397576894126
6.25,18.39,0.838,0.970836541523845
9.18,10.32,0.652,0.300640605417615
7.26,2.16,1.489,2.4270924976981383
6.54,10.38,0.109,1.351605292975122
7.98,4.85,0.429,1.4365165227954726
8.44,4.42,0.16,1.3331554613018164
9.74,42.47,1.305,-1.1521645219813592
9.16,1.53,0.121,1.9666171383648023
8.85,5.33,0.586,1.0065455819468556
7.41,1.6,0.659,2.6277600346881504
6.75,4.33,1.014,2.0270242072932687
7.11,7.36,0.386,1.422244371325002
10.3,3.88,0.52,0.7023365488115851
7.99,1.77,0.099,2.3080534672763866
7.64,5.62,0.058,1.444527368861878
6.52,6.66,0.923,1.745051541659398
8.59,2.9,1.446,1.6392040042020881
10.02,5.76,0.378,0.47115503315357615
9.18,1.75,1.352,1.8419239026274112
7.93,2.46,1.322,2.0461297857932417
8.56,3.58,0.044,1.468233946712251
7.46,4.79,1.136,1.6553289731708738
8.5,-0.43,1.354,3.3330630888408264
6.5,22.55,0.394,0.6937069075720412
8.41,1.14,1.528,2.5221902973270547
9.34,8.62,0.615,0.3929854683505745
6.26,1.98,1.559,2.9026696194769377
8.88,-0.11,1.426,4.36521462968355
7.25,6.31,0.076,1.4999412815117315
9.57,4.49,0.426,0.8675073179933535
8.9,1.85,1.018,1.9056565431939725
8.39,6.92,0.493,0.9637878110864844
8.25,0.07,0.316,5.009803919971486
8.03,4.85,1.093,1.416516522795473
7.95,5.67,0.407,1.312833882214187
5.49,4.27,1.345,2.543144249949952
8.91,7.64,0.4,0.6698132828486202
7.2,78.87,1.002,-0.6738236816520509
7.46,4.2,1.149,1.7695014192041991
9.3,2.0,1.364,1.6779400086720373
9.79,3.79,0.597,0.9267215800638556
8.98,5.18,1.078,0.9793404805095337
7.33,2.28,-0.013,2.3521303059990926
7.91,9.02,0.44,0.9255869249161165
8.17,5.65,0.285,1.2279031043611228
8.07,4.17,0.099,1.5317278900524849
7.96,14.6,0.624,0.4872942884311257
8.18,2.81,1.012,1.8305873601898406
11.45,12.8,0.558,-0.7944199392957365
10.17,2.27,-0.025,1.2199482856137547
7.4,2.64,1.252,2.196792146260338
5.45,7.85,-0.078,2.030260686509495
8.43,3.62,1.024,1.5105828589336687
8.18,2.68,1.129,1.8717304119424223
9.16,11.49,0.59,0.2153599426234294
11.52,22.02,1.334,-1.2936346292714656
9.27,10.18,0.62,0.27650444399852037
7.91,5.91,1.249,1.292825038237489
7.7,1.36,1.508,2.652922183259565
7.89,4.5,0.166,1.5375749724493126
9.5,12.84,0.53,-0.01713004746566895
7.81,6.4,-0.009,1.2636400520322257
8.23,7.31,0.34,0.9801652460842789
8.48,2.3,-0.068,1.884544327964814
10.53,3.44,0.618,0.7148831148569401
8.42,7.17,0.405,0.9209616886644
6.57,3.97,1.422,2.17441898647377
11.86,-0.03,1.51,4.301757490560675
10.02,1.82,0.003,1.4718572240298506
7.91,2.74,1.671,1.9604988743592238
8.01,1.44,-0.078,2.4792750158095007
9.47,15.17,0.58,-0.14997116157346113
7.58,9.54,0.491,1.0089032505918099
6.87,3.33,1.291,2.20711153298736
7.17,11.04,0.376,1.04606185321364
5.86,13.11,1.193,1.4207946166198315
9.62,-3.53,0.044,1.0564505892243552
5.88,3.08,1.676,2.670898566999112
6.94,8.34,0.24,1.3816678987245221
8.15,2.2,1.485,2.0551546383555874
11.7,21.37,1.1,-1.3396090443281388
9.68,6.15,0.384,0.5502497684491665
9.17,7.87,0.413,0.5400505352818709
8.31,51.71,0.985,-0.7511490755441393
9.41,11.98,0.843,0.07908636389341481
8.16,5.73,0.361,1.21969075606522
9.56,7.18,0.377,0.4637511115153991
6.62,6.4,1.174,1.7396400520322253
8.65,19.2,0.656,-0.026602457407099676
8.7,7.96,0.423,0.7181738645246621
7.43,4.73,0.053,1.678277718524377
