Vmag,Plx,B-V,Abs Mag
9.46,3.93,0.448,1.0272148992491463
8.88,1.26,1.075,2.247258909764874
10.31,80.79,1.479,-1.9387152162623458
6.43,2.59,1.415,2.601400471837496
8.93,7.68,0.463,0.6572775599369762
8.62,5.56,1.151,1.0618504168358853
9.03,4.53,0.987,1.0758035959743366
8.85,3.54,0.404,1.3619934759484245
9.12,1.37,1.197,2.0785588656871865
7.27,5.39,1.168,1.6288224696265228
6.05,24.07,0.406,0.8170478194499395
9.55,5.73,0.52,0.6636907560652198
9.05,0.52,1.062,2.9479933127304014
7.91,5.37,0.989,1.376051428600889
9.66,2.63,0.989,1.2960885030204843
8.89,1.47,1.06,2.1093653305036475
8.21,10.61,0.461,0.6645692321973182
8.27,4.1,1.151,1.4664322865605293
9.19,5.76,1.028,0.8031550331535762
10.85,16.61,0.99,-0.7807392649027886
9.55,12.24,0.55,0.004437164380914993
11.53,16.77,1.139,-1.0610661252121711
8.16,6.37,0.266,1.127721135329299
8.55,43.73,1.055,-0.701558954689714
7.83,4.35,0.933,1.5910214860907252
5.57,4.41,1.556,2.483122821064323
9.16,12.0,0.632,0.17763750790475008
7.5,8.17,1.183,1.1755558869351688
9.73,30.6,1.278,-0.8634428529631606
6.57,6.05,0.895,1.808489250695062
7.66,10.96,0.48,0.8563788917032991
8.47,1.72,1.74,2.140943106184902
7.39,6.44,0.384,1.426228265280376
9.04,10.37,0.74,0.3524424872219182
9.41,-0.96,1.173,2.2714575339208634
8.61,3.23,0.945,1.5375949553377946
8.97,6.98,0.511,0.7242891547536775
7.83,7.66,0.32,1.0995424607347921
9.33,2.3,0.809,1.5445443279648141
8.17,8.35,0.306,0.8886270490327959
8.08,6.41,0.321,1.1542839409623649
8.96,-0.05,0.031,5.018059991327962
10.46,4.11,0.585,0.588316356247861
9.95,1.23,0.181,1.8401897771212046
10.53,8.07,0.71,-0.025747069444140534
6.05,4.42,0.641,2.289155461301816
9.1,1.05,0.927,2.3176214018601238
5.91,9.77,0.965,1.656210872562454
9.06,8.11,0.473,0.5579582915776878
7.11,4.2,1.218,1.909501419204199
8.11,-2.91,0.038,1.8282140220281857
9.47,4.86,0.69,0.838727461475413
7.17,3.92,1.032,1.9454278659590856
6.35,16.82,0.957,1.0083480170762134
8.94,7.25,0.422,0.7033239868580129
9.15,3.32,0.973,1.2977238325919274
9.08,16.17,0.582,-0.04942003981280223
8.65,5.54,0.521,1.0529804705431403
9.15,3.43,0.349,1.2694117599144588
7.08,4.27,0.01,1.9071442499499522
8.66,2.81,0.43,1.6385873601898404
8.94,10.48,0.987,0.38327743470458486
8.99,2.46,1.078,1.6221297857932417
6.9,3.32,-0.027,2.1977238325919273
8.91,2.84,0.922,1.5293633199059247
9.85,6.91,0.556,0.3810439052516035
7.46,2.87,1.236,2.1002362065320157
8.47,14.77,0.551,0.27323900937610046
9.21,3.04,1.129,1.350252832782492
6.74,7.3,1.089,1.577354279759088
7.85,2.1,-0.026,2.2155614105321613
8.85,1.09,1.57,2.385147004118753
8.8,-0.27,1.358,3.617272471682025
7.19,17.75,0.439,0.625603285217774
8.68,3.69,0.37,1.3939472676818796
7.92,9.79,0.37,0.8504346163937242
9.54,5.78,0.986,0.6601443231589423
8.87,1.06,1.319,2.40138826947046
8.74,0.76,1.111,2.7423728154384173
8.52,1.45,2.111,2.2692639955300504
8.53,2.23,1.081,1.891390273903679
7.06,12.86,0.538,0.9575180628235938
9.53,7.58,0.421,0.42866158873589305
8.4,0.93,-0.003,2.7030341028921296
9.13,3.67,0.427,1.218667871495821
11.42,1.82,1.04,0.9118572240298505
6.81,2.92,1.391,2.345234297103164
8.22,15.2,0.496,0.3483128241104545
9.2,2.22,1.031,1.627294051098723
6.76,5.01,0.122,1.8963245482655087
8.25,14.98,0.551,0.34897637327310455
7.8,5.27,0.12,1.436378769574907
8.95,6.59,0.83,0.7822291708119806
7.96,1.0,0.298,2.816
10.15,7.83,0.594,0.15247647588411298
9.07,7.81,0.398,0.5866979322453993
8.78,0.77,2.201,2.7150185496550363
8.12,3.78,1.182,1.5970164003255498
10.96,2.33,0.489,0.8812881579479617
8.07,23.06,0.737,0.046281394082639336
8.26,3.4,0.993,1.6330421659154897
10.05,0.12,1.54,3.82163750790475
7.29,5.23,0.97,1.6469966222654513
9.03,12.6,0.582,0.1872589097648742
9.17,1.93,0.647,1.7608853819844525
9.2,2.32,0.8,1.589024030218201
8.84,6.76,0.398,0.804106608116728
9.23,3.3,1.05,1.270972120244225
11.88,34.06,1.47,-1.8164892872531646
9.17,7.78,0.645,0.5500408060206219
8.73,2.5,0.501,1.7121199826559248
8.98,3.78,0.33,1.2530164003255493
6.8,37.87,0.69,0.1234093897583474
7.9,4.4,1.015,1.553094647027625
6.99,2.51,1.662,2.404652557037924
9.37,1.72,1.192,1.7809431061849026
7.85,0.87,0.113,2.980961494762763
8.12,26.89,0.705,-0.10718160444660327
7.98,6.3,0.119,1.2093189010928365
6.55,6.39,-0.005,1.7689982836831994
5.67,6.97,1.306,2.045534443803981
6.96,2.82,1.44,2.3155017833612774
8.54,3.29,1.396,1.5496082041000516
10.05,3.83,0.529,0.8136024520627542
8.69,2.55,1.18,1.71091963913209
9.9,-1.81,0.34,1.5246428502616307
8.36,5.84,0.614,1.1231743057752013
8.79,6.18,0.429,0.9020230498223686
7.98,3.35,1.322,1.7579103859263092
7.87,2.17,1.547,2.179080532302941
9.98,7.77,0.614,0.22715796239817115
9.55,10.35,0.61,0.1501193004141264
7.91,2.41,0.909,2.071965914850263
9.26,5.89,0.3,0.7557694104257969
8.31,2.69,0.257,1.8164954399951838
9.91,42.46,0.461,-1.21995997965996
8.3,2.54,1.068,1.8703325667601234
9.77,2.61,0.649,1.2587189853234384
9.11,21.72,0.88,-0.317719641833618
7.13,42.46,0.92,-0.10795997965995988
9.47,8.01,0.557,0.4047349678315243
5.57,20.77,0.52,1.1371270069298016
9.59,1.45,0.702,1.8412639955300503
7.29,7.38,0.508,1.347887276353917
7.93,3.68,0.983,1.6963043626529646
8.86,8.91,0.584,0.5562445919262509
7.86,1.47,1.591,2.521365330503648
7.87,0.63,0.104,3.253318901092837
5.79,24.93,0.439,0.8905554429924536
7.94,44.96,1.033,-0.4816526051220091
8.36,14.46,0.634,0.3356634140829762
8.41,5.32,1.009,1.1841767354099035
8.77,15.82,0.593,0.09358704167668463
9.15,4.23,0.608,1.087319265249915
8.08,4.51,0.369,1.459646916244079
7.3,11.95,0.976,0.925264189431687
8.54,7.44,0.187,0.8408541289082428
9.25,6.65,0.56,0.6543567093937905
9.82,1.26,0.53,1.8712589097648742
8.99,26.37,1.088,-0.4382202595868687
8.54,2.51,0.96,1.7846525570379241
7.86,6.71,0.324,1.2025549596620155
8.69,4.98,0.453,1.129541314480565
7.04,2.36,1.869,2.4381759940597867
11.15,21.18,1.29,-1.1118519115429326
8.06,7.66,0.516,1.007542460734792
5.25,11.13,-0.004,1.8070096713305837
7.09,6.12,0.065,1.5904971557088778
8.33,12.65,0.614,0.46381894897632636
6.37,7.05,1.029,1.7556217660172024
8.22,7.55,0.396,0.9561060967416232
9.77,6.93,0.305,0.4105335307763866
10.1,5.95,0.573,0.41096606854290096
8.98,6.04,1.06,0.8459261227577362
7.5,20.84,0.534,0.3622045707450262
7.98,0.38,-0.051,3.6484328067663796
8.22,1.2,1.529,2.5536375079047504
7.14,11.24,0.475,1.0424673775339155
9.04,-1.45,1.092,2.0612639955300507
8.69,1.7,1.083,2.0631021572434523
9.45,3.6,0.7,1.1073949984654257
9.51,3.45,1.07,1.1203618098534516
8.31,9.74,0.5,0.6988820862427687
8.42,1.4,1.44,2.339743928643524
8.11,2.49,0.962,1.9636013058085275
9.32,2.68,0.9,1.415730411942422
8.89,7.23,0.609,0.7257234054109383
8.24,2.09,1.499,2.063707427777892
8.13,10.15,0.435,0.7350679155015364
8.49,4.13,0.151,1.3720998966871978
9.52,5.23,0.456,0.7549966222654516
6.91,21.53,0.623,0.5699119403530257
8.53,6.31,0.124,0.9879412815117317
9.28,3.85,0.158,1.1170785409829989
9.17,15.54,0.655,-0.05090202892979114
8.28,11.66,0.45,0.5546028991540097
10.58,17.71,1.097,-0.7284371223801493
7.73,9.65,0.384,0.9389453733124146
9.16,1.85,1.695,1.8016565431939724
8.74,2.04,1.669,1.8847396651482022
8.43,-0.87,1.129,2.7489614947627627
9.16,4.06,0.505,1.118947932845612
8.81,2.12,0.362,1.8233282781424969
8.26,5.27,0.335,1.2523787695749071
9.2,5.07,0.567,0.9099840813333282
8.14,1.98,0.974,2.1506696194769375
7.99,29.35,0.79,-0.13121621116726628
7.26,3.74,1.119,1.9502567955990397
7.61,2.45,1.05,2.177667831270935
3.56,21.06,-0.12,1.9290832663010644
9.15,3.36,0.448,1.2873214452203119
9.52,1.61,0.214,1.7783482479363009
9.46,3.66,0.666,1.0890378292111784
8.0,4.72,0.979,1.4521160027318245
8.73,1.78,1.014,2.007159995382212
7.98,1.49,1.227,2.461627463175452
9.23,2.2,1.548,1.6231546383555873
7.73,2.44,0.011,2.133220347322541
9.04,16.2,0.697,-0.03503002908526156
7.47,4.37,0.455,1.7310371260591566
8.12,1.82,1.126,2.231857224029851
9.33,6.12,0.069,0.6944971557088777
8.28,1.03,0.092,2.6623255505896557
9.41,18.18,0.85,-0.28318775777189736
12.02,70.16,1.583,-2.5001791607159674
7.01,1.53,1.824,2.8266171383648024
9.55,11.93,0.692,0.026719112659316126
9.66,6.61,0.553,0.49559708102871947
7.78,16.81,0.515,0.4368645731210581
11.48,5.28,0.61,-0.037267845067624705
6.45,7.62,0.951,1.656090057320799
7.39,1.83,0.233,2.519097820539141
8.65,0.84,1.731,2.6914414278762364
7.61,21.97,0.642,0.2723398861589789
8.07,3.29,1.115,1.7376082041000511
7.44,1.49,0.924,2.677627463175452
8.3,25.82,0.674,-0.14391247586080347
8.77,0.38,1.235,3.3324328067663798
7.66,7.07,0.472,1.237161172406201
9.48,7.1,0.466,0.5054833025618493
6.48,1.37,0.281,3.134558865687186
8.52,11.72,0.581,0.45414477663585656
8.53,5.55,0.888,1.0994140337546479
8.91,0.59,0.2,2.8942959767157115
9.28,9.92,0.419,0.294976655691643
8.98,7.53,0.573,0.6544100475985986
8.72,3.0,0.048,1.5577574905606748
7.3,6.1,0.056,1.509340329978466
7.51,2.92,0.138,2.0652342971031636
5.51,9.58,0.962,1.8332689818429109
8.8,2.5,1.023,1.6841199826559248
4.84,92.2,0.607,0.13453815789274087
9.73,3.21,0.994,1.0949899351902554
9.5,3.51,0.623,1.109385767068352
7.88,2.37,1.035,2.0985033079797923
8.57,9.63,0.46,0.6047474257509308
8.8,1.97,1.119,1.8910675476768142
8.98,9.91,0.571,0.41585269102944905
8.79,5.89,1.192,0.9437694104257972
9.06,14.43,0.621,0.05746733781301146
10.02,13.01,0.75,-0.2365545931231722
7.65,2.87,0.07,2.024236206532015
8.52,9.14,0.365,0.6701076085323372
8.69,4.32,0.166,1.253032506370176
6.53,6.79,1.025,1.724260451438996
7.99,10.91,0.436,0.7283504988233162
8.06,11.17,0.462,0.6798936537687815
8.69,14.15,1.2,0.2224871202793821
8.52,0.99,1.098,2.6007296108049003
10.62,6.8,0.57,0.0869821745875278
7.29,7.78,0.374,1.3020408060206219
9.12,2.07,1.216,1.720059309086165
9.25,2.52,0.304,1.4971989184369119
7.68,8.3,0.3,1.0898438152478522
10.98,15.49,1.02,-0.7721028355184124
8.61,4.5,0.161,1.2495749724493126
4.03,27.73,0.019,1.502100260844276
9.01,4.56,1.193,1.07807031467113
8.55,15.37,0.567,0.20665226500050976
6.7,10.35,0.989,1.290119300414127
8.87,4.6,0.309,1.126484336636852
8.74,3.99,1.439,1.3020542086265032
8.77,0.01,1.496,6.492
9.15,7.12,0.394,0.6350400127262873
8.22,19.09,0.628,0.15038814321266614
7.75,29.4,0.622,-0.0366946608243147
6.99,25.37,0.518,0.39535906555653855
7.61,22.55,0.574,0.24970690757204111
10.93,18.51,1.058,-0.906812837505808
7.69,10.02,0.524,0.9222645569375458
8.07,2.31,1.107,2.0447760402157114
11.16,6.3,0.775,-0.06268109890716342
9.11,-0.47,1.485,3.0118042841285653
8.6,-1.17,1.079,2.423628276507677
11.48,40.4,1.446,-1.80476273022121
7.48,9.39,0.249,1.062668815467778
8.19,2.98,0.155,1.77556747184749
8.36,7.6,0.435,0.8943728154384175
8.46,1.85,1.318,2.081656543193972
8.1,16.62,0.646,0.3187379611038157
7.8,7.89,0.407,1.0858459935811595
9.02,9.56,0.451,0.43108421544779996
9.71,9.08,0.484,0.19982830295782925
9.2,0.37,0.13,3.1835965518660103
9.27,3.98,0.73,1.0922338558526246
7.71,2.02,1.407,2.3052972611067526
7.43,11.8,0.303,0.884235985387749
8.83,3.17,0.507,1.465881475564497
9.9,5.76,0.66,0.5191550331535758
8.31,-0.58,0.133,3.1491440128741255
7.71,5.9,1.162,1.3742959767157115
9.63,2.82,0.305,1.2475017833612776
7.93,2.62,1.086,1.9913974173605091
7.42,3.59,1.485,1.9218111028433618
8.65,2.64,1.217,1.696792146260338
8.9,15.0,0.664,0.08781748188863717
8.89,14.36,0.8,0.12969112018743695
11.62,36.24,1.52,-1.7663763780095505
8.73,3.45,0.127,1.4323618098534514
6.68,1.98,1.715,2.734669619476938
8.68,14.76,0.638,0.1898272850259545
7.94,2.29,0.016,2.104329035320224
8.25,13.34,0.5,0.4496883408389397
5.75,8.61,1.175,1.8299936970926904
8.37,2.29,1.615,1.9323290353202243
9.06,7.04,0.469,0.6808546817157755
6.89,3.29,0.998,2.209608204100051
8.18,4.67,0.8,1.3893662388677757
5.6,40.04,0.588,0.5550118623854381
10.75,1.57,0.58,1.3082006951815326
8.51,18.04,0.638,0.08352693358815415
10.76,3.69,0.595,0.5619472676818795
7.67,13.68,0.369,0.6598278052318051
7.24,9.81,0.381,1.1206619852401025
5.99,4.59,1.039,2.2803746289254776
7.84,6.68,0.309,1.2144470750489087
7.44,8.32,0.171,1.183753347418552
5.58,8.42,0.011,1.917375817000701
7.69,0.99,1.436,2.9327296108049
8.1,1.44,1.612,2.4432750158095007
9.24,12.0,0.53,0.14563750790475005
7.26,5.58,0.236,1.6027316021248423
9.73,6.46,0.488,0.48753496400983176
8.33,4.15,0.884,1.4319038065758147
8.82,8.4,0.642,0.6234414278762366
8.37,8.36,0.345,0.8075874451219676
10.03,23.52,0.99,-0.7548746348082013
7.74,3.06,1.575,1.93255714703684
7.52,14.95,0.545,0.642717614679103
8.85,2.07,1.074,1.8280593090861648
8.33,3.36,1.208,1.615321445220312
8.46,7.61,0.573,0.8532306864588538
8.38,0.91,1.555,2.7299172153578124
8.65,1.16,0.012,2.411084021546163
8.09,3.68,0.056,1.6323043626529645
7.66,2.94,1.28,1.9993053391756852
8.57,9.03,0.45,0.6606244993729884
11.14,1.86,0.734,1.004974111564167
9.58,5.29,0.42,0.7210886559296285
8.91,11.65,0.524,0.30334814927592435
8.41,3.55,1.071,1.5355432938898117
8.94,-0.77,1.5,2.6510185496550362
8.8,10.31,0.677,0.45348266943296667
8.39,11.4,0.579,0.5301902973270544
9.45,3.43,0.469,1.149411759914459
9.52,6.09,0.54,0.6227654147342495
7.49,4.31,0.989,1.735045459678537
8.96,-0.05,1.548,5.018059991327962
8.08,1.82,0.818,2.2478572240298504
8.67,6.21,0.899,0.9458167996468397
8.63,4.3,0.5,1.2810630888408265
8.46,6.27,1.32,1.021464918338567
7.79,4.04,0.476,1.6712372697787903
8.25,5.55,1.04,1.2114140337546475
8.33,8.54,0.401,0.8050842586219901
7.82,1.2,1.597,2.7136375079047506
7.32,8.83,0.424,1.1800785928448625
8.77,1.9,0.04,1.9344927980943425
7.48,7.59,0.629,1.2475164482090393
7.72,3.51,0.719,1.821385767068352
6.84,6.57,1.095,1.6288692608804385
8.77,3.86,0.184,1.3188253906564902
9.98,23.06,0.897,-0.7177186059173607
9.03,14.36,0.656,0.07369112018743743
7.14,0.76,0.529,3.382372815438418
7.97,12.43,0.436,0.6230577427167102
7.87,4.93,1.233,1.4663061614455402
7.67,10.83,0.405,0.8627430867493594
6.88,4.4,1.211,1.9610946470276254
9.71,0.38,1.124,2.9564328067663794
8.71,14.78,0.602,0.17665113188238557
6.87,3.29,1.561,2.217608204100051
10.67,5.74,0.499,0.21417621520405294
11.75,22.2,1.494,-1.3927059489012774
9.48,3.41,0.706,1.1424912420150044
8.74,1.34,1.052,2.2497904032703846
5.29,9.31,0.037,1.9461006380373154
7.63,8.32,0.189,1.1077533474185521
9.4,2.58,0.233,1.4167605880735397
6.45,9.51,0.376,1.4636389661251723
8.93,9.53,0.446,0.46981419872334734
7.92,1.59,1.354,2.4292057513590968
6.33,78.88,0.724,-0.32593380386630955
8.72,3.31,0.043,1.4723440124485623
6.98,5.74,0.904,1.6901762152040525
8.46,3.85,1.16,1.4450785409829983
10.28,4.66,0.415,0.55122816662
9.11,9.07,0.439,0.4407854258798096
8.17,3.69,1.111,1.5979472676818793
6.57,-0.93,0.464,3.43503410289213
7.82,3.82,1.138,1.7078732741765825
9.19,2.5,1.3,1.528119982655925
8.34,3.03,1.16,1.7011147429953901
6.82,29.74,0.566,0.32531807162812926
9.23,5.6,0.456,0.8116239459875991
11.59,71.56,1.51,-2.345340663790671
7.44,3.86,0.957,1.85082539065649
6.21,7.22,0.164,1.7989256048607214
9.8,-2.93,1.179,1.1462647592917807
6.65,0.69,0.5,3.6623018185254894
7.23,4.52,1.576,1.7977231303772356
8.48,25.51,0.74,-0.20542091721958045
5.31,12.77,0.006,1.6636182054731699
7.89,3.41,0.985,1.7784912420150047
8.69,-1.49,1.044,2.177627463175452
7.52,3.65,1.512,1.8674142710870505
8.21,3.35,0.315,1.6659103859263091
9.1,-2.24,0.06,1.6595039633316744
9.33,9.98,0.615,0.2697389174252578
6.47,7.79,0.966,1.6289250846548715
9.39,6.05,0.413,0.6804892506950619
8.25,7.53,0.343,0.9464100475985987
8.35,1.92,2.287,2.093397542592901
6.44,15.5,0.427,1.0433366036594165
6.36,6.1,1.162,1.885340329978466
8.61,0.06,1.426,4.999697499232712
11.66,2.47,0.288,0.5506060934806685
7.73,14.53,0.501,0.5834687714039568
8.39,3.71,1.568,1.505252180769908
7.67,3.94,1.054,1.7410075563488518
8.93,4.04,0.986,1.2152372697787903
7.28,4.32,0.938,1.8170325063701758
8.55,2.69,1.087,1.7204954399951837
9.31,1.09,1.051,2.2011470041187526
8.95,3.75,1.629,1.2719374645445627
8.12,26.0,0.678,-0.07794669594163572
7.88,4.02,1.216,1.6395478938310604
8.03,4.67,0.06,1.449366238867776
8.26,3.18,0.275,1.6911457600311348
9.54,8.68,0.843,0.30696054964701674
8.22,3.83,1.024,1.5456024520627543
6.63,4.98,-0.082,1.9535413144805651
7.19,2.52,-0.063,2.3211989184369117
8.85,5.53,0.552,0.9745497373906036
7.92,1.8,1.656,2.321454989793388
7.97,3.56,1.134,1.7091000040542497
7.65,4.41,1.166,1.6511228210643227
6.5,5.98,0.082,1.8465976320231783
7.18,4.16,1.002,1.8898133387465144
6.94,4.78,0.224,1.8651442067757618
9.57,5.11,0.493,0.7551581997305744
9.34,12.07,0.625,0.10058545980530198
8.5,12.54,0.484,0.40340492701060454
8.72,0.39,1.543,3.3298707859470014
9.2,-1.36,1.857,2.0529221832595654
7.38,6.82,0.233,1.380431250687042
8.85,2.38,1.046,1.7068460858869763
8.22,27.96,0.907,-0.18107433414728788
8.6,5.94,0.389,1.012427110037613
8.78,8.65,0.524,0.613967785070372
8.18,0.91,0.182,2.809917215357813
7.19,16.14,0.596,0.7081929392278965
8.96,2.92,1.075,1.4852342971031631
8.52,10.73,0.556,0.5308005560680982
5.81,5.78,1.57,2.152144323158942
7.73,2.72,0.845,2.038862191931602
8.27,0.34,0.31,3.6290421659154903
10.51,27.8,1.138,-1.0920895918361524
9.02,4.14,1.25,1.1579993177582022
9.49,10.99,0.667,0.12200461515301911
9.2,3.95,1.279,1.1268058087470798
9.02,6.23,0.442,0.8030239066816609
8.85,6.85,0.482,0.7886188570151489
9.62,2.37,0.285,1.4025033079797926
7.39,1.12,1.669,2.945563954659637
8.82,3.48,0.876,1.388841512106838
10.05,8.24,0.597,0.14814557660576816
6.51,4.51,1.223,2.087646916244079
8.06,9.15,0.502,0.8531578118671032
8.1,11.95,0.757,0.605264189431687
8.49,1.69,1.103,2.1482265907726528
9.01,6.89,0.517,0.7195615561847486
8.07,5.49,0.308,1.292855311099816
6.64,17.34,0.521,0.865901813719617
9.47,1.17,0.962,2.0756282765076763
8.32,7.48,0.468,0.924196804271077
6.59,6.93,-0.023,1.6825335307763865
9.58,3.75,0.868,1.0199374645445622
8.01,3.84,1.2,1.6273375512649384
8.62,3.24,0.225,1.530909979586776
7.61,3.33,1.536,1.9111115329873603
7.24,3.44,1.267,2.0308831148569397
7.71,4.48,1.121,1.6134439720037121
7.98,2.7,1.136,1.9452724716820249
7.83,2.51,0.981,2.068652557037924
10.76,-1.26,0.86,1.4952589097648743
8.26,4.44,1.256,1.4012340597707602
8.95,4.14,0.447,1.1859993177582022
8.22,2.36,2.614,1.9661759940597867
7.79,12.57,0.486,0.6853294446280845
6.69,6.84,0.948,1.6538877965597671
8.23,4.07,1.067,1.48881118154956
8.33,3.3,0.855,1.630972120244225
9.67,15.75,0.766,-0.26256111625123885
10.19,5.08,0.551,0.5122725754321615
9.33,1.96,0.934,1.683487857287048
8.71,0.7,1.05,2.825803919971486
7.91,15.3,0.47,0.466617138364802
8.29,4.89,0.437,1.30538228175276
9.19,0.61,1.16,2.753340329978466
8.46,3.59,1.009,1.5058111028433614
7.34,3.94,1.449,1.873007556348852
11.81,10.03,1.273,-0.7266018660408363
9.12,18.4,0.79,-0.1776356460190726
8.62,2.8,0.052,1.6576839373155619
7.7,1.31,1.613,2.6854574086884715
6.17,3.9,-0.094,2.349870785947002
8.67,39.3,1.031,-0.656785100750853
6.76,0.59,0.316,3.7542959767157114
7.68,7.13,1.103,1.221820940296269
7.89,5.34,0.932,1.3889174859428874
7.72,3.57,1.017,1.806663567775614
11.06,2.91,0.643,0.6482140220281852
9.07,8.87,0.574,0.47615276033654724
10.67,4.75,0.5,0.37861278075026694
7.46,11.51,0.383,0.8938493527404162
9.06,-0.24,0.089,3.6155775165767876
8.45,0.02,0.164,6.017940008672038
9.34,3.86,1.136,1.0908253906564902
8.39,2.41,1.424,1.879965914850263
8.25,5.62,1.16,1.2005273688618778
7.77,18.53,0.529,0.3562491613622047
9.84,14.91,1.047,-0.28295528690598887
8.16,2.27,1.56,2.0239482856137547
8.23,1.86,1.359,2.168974111564167
5.57,9.15,-0.089,1.8491578118671033
9.85,13.46,0.7,-0.19809011977591595
7.29,3.8,1.133,1.9244328067663798
10.5,12.89,0.934,-0.4205058347068061
9.55,6.84,0.589,0.5098877965597672
9.24,1.56,0.925,1.9177508032910766
7.63,7.4,0.335,1.2095365605380475
7.26,5.06,-0.029,1.6876989663204018
8.79,16.36,0.849,0.05643340132939194
9.91,4.58,0.565,0.7142690439922615
8.15,3.06,1.086,1.7685571470368397
7.74,1.61,0.068,2.490348247936301
8.8,3.88,1.431,1.3023365488115852
9.17,4.04,0.884,1.1192372697787902
8.13,4.36,1.003,1.4690270214628274
10.06,9.92,0.826,-0.01702334430835748
10.31,34.89,1.322,-1.209401938896222
6.86,15.0,0.456,0.9038174818886375
9.61,8.26,0.552,0.32203990535923593
6.53,7.37,0.979,1.6530650242818965
7.46,1.84,1.518,2.4863643539809273
9.4,2.17,1.107,1.5670805323029409
8.44,3.13,1.173,1.6329113249071034
8.63,0.79,1.635,2.752745817419117
7.44,2.52,1.209,2.2211989184369116
9.3,10.33,0.555,0.25179935696075867
8.42,7.09,0.43,0.930707529633867
8.77,14.81,0.701,0.15088988295758304
9.28,13.91,0.652,0.0013457400159072818
9.55,3.23,0.493,1.161594955337794
7.7,6.3,0.401,1.3213189010928366
8.64,9.56,0.528,0.5830842154477995
8.82,32.5,0.918,-0.551766721957749
9.07,13.25,0.568,0.12756824345434659
8.99,1.85,0.122,1.8696565431939725
10.61,3.94,0.248,0.5650075563488519
8.33,2.14,0.067,2.007172453301618
9.41,4.22,1.613,0.9853750980766522
7.49,3.6,0.1,1.8913949984654252
8.34,3.88,1.155,1.4863365488115856
7.0,7.2,0.244,1.4853350071374627
8.35,1.65,1.394,2.2250321115721876
9.0,9.58,0.48,0.43726898184291085
8.94,1.46,1.053,2.095294288431126
9.43,23.73,0.905,-0.5225954764346781
8.13,9.83,0.684,0.7628929643357285
9.61,9.62,0.62,0.18964985592437422
8.93,5.28,0.61,0.9827321549323755
7.82,7.44,0.375,1.1288541289082423
7.56,4.2,0.935,1.7295014192041993
7.78,0.06,2.26,5.331697499232712
9.56,6.5,0.725,0.5501732867142888
8.59,2.47,1.386,1.7786060934806684
9.52,8.61,0.482,0.32199369709269055
8.45,1.25,0.889,2.4261799739838876
9.07,37.34,1.079,-0.7723486272261191
4.08,24.1,0.034,1.6039659148502632
8.93,4.8,0.361,1.0655175252488258
7.79,3.87,1.187,1.708578069962177
8.11,4.05,0.151,1.5410899535706633
11.3,14.78,1.157,-0.8593488681176144
8.97,6.77,0.412,0.7508226626297112
7.9,5.37,0.069,1.3800514286008887
8.42,2.63,0.988,1.7920885030204843
8.28,2.43,0.956,1.9167874528033757
9.49,6.76,0.604,0.5441066081167278
7.26,1.67,1.552,2.6505670577048335
8.6,4.73,1.018,1.210277718524377
7.32,10.2,0.372,1.0547996564761646
9.64,2.14,0.607,1.483172453301618
7.91,4.77,1.072,1.478963241919772
9.98,3.91,0.417,0.8236464852082662
8.38,4.91,1.008,1.2658370157540628
8.52,-0.97,0.097,2.6184565314675106
8.86,6.81,0.342,0.7897057761744299
6.4,1.11,0.569,3.3493540424266848
5.29,2.49,1.648,3.0916013058085277
7.37,3.95,0.891,1.8588058087470796
10.52,4.25,0.801,0.5352221398993772
8.98,9.73,0.501,0.43177431946329603
7.9,22.23,0.644,0.14612107460201856
9.72,4.09,0.564,0.8885533839853161
8.15,11.69,0.481,0.6043709776763198
8.26,25.23,0.72,-0.10783450103514909
5.43,33.48,0.364,0.7784291013575555
7.19,4.79,0.969,1.7633289731708737
8.17,5.75,0.278,1.212664310620739
8.52,2.52,1.091,1.789198918436912
5.89,6.47,1.231,2.022191438662599
9.41,2.05,0.493,1.6124922778884916
6.57,4.39,0.796,2.0870709595157573
8.61,3.72,0.389,1.4149141202362052
8.35,5.49,0.069,1.1808553110998163
7.87,7.81,1.161,1.0666979322453993
8.41,2.4,1.574,1.8755775165767878
8.92,0.42,1.066,3.1855014192041993
8.26,5.53,1.066,1.2105497373906036
9.32,2.79,1.382,1.3807915934528048
6.3,7.39,0.991,1.742711123210348
7.47,6.48,0.309,1.3888499882588132
10.34,12.73,0.89,-0.34565680730731074
5.42,11.68,0.335,1.6971143144472385
8.6,1.54,1.476,2.1849585583270743
9.4,83.93,1.466,-1.6078344462262115
9.23,2.62,1.104,1.4713974173605089
8.67,2.16,1.053,1.8630924976981382
8.01,3.11,1.621,1.8104792219463248
8.51,1.85,1.185,2.0616565431939726
8.46,13.69,0.715,0.3431931037320197
9.17,6.78,0.542,0.6695406122658731
8.92,1.13,1.198,2.325843113033161
10.45,8.27,0.394,-0.015011019105092772
7.32,4.76,1.154,1.7167860945590134
8.63,0.31,1.495,3.5652766123314543
8.36,8.56,0.44,0.7910524706456936
5.16,1.59,0.369,3.533205751359097
8.3,2.42,1.064,1.912369268039137
9.52,6.74,0.533,0.5346802069293606
8.0,2.87,1.267,1.8842362065320153
10.47,-1.48,0.592,1.4714765692100849
7.56,3.73,1.25,1.8325823363826248
8.43,-1.3,0.913,2.4001132953863267
7.19,9.01,0.571,1.214550418041874
9.29,8.4,0.724,0.43544142787623696
